State,Route,Bus Name,Bus Type,Departing Time,Duration Time,Reaching Time,Price,Seats Available,Star Rating
TSRTC,Hyderabad to Srisailam,TGSRTC - 1254,Super Luxury (Non AC Seater 2+2 Push Back),20:10,12h 20m,08:30,442,19 Seats available,4.4
TSRTC,Hyderabad to Srisailam,TGSRTC - 1252,Super Luxury (Non AC Seater 2+2 Push Back),20:15,12h 15m,08:30,442,20 Seats available,4.0
TSRTC,Hyderabad to Karimnagar,DNR Express,AC Sleeper (2+1),21:30,02h 29m,23:59,998,36 Seats available,2.9
TSRTC,Hyderabad to Karimnagar,Bhumi travels,AC Seater (2+2),22:00,05h 00m,03:00,2000,9 Seats available,2.4
TSRTC,Hyderabad to Mancherial,TGSRTC - 77374,SEMI DELUXE,20:30,05h 20m,01:50,537,25 Seats available,3.8
TSRTC,Hyderabad to Mancherial,DNR Express,AC Sleeper (2+1),21:30,04h 30m,02:00,998,8 Seats available,2.4
TSRTC,Hyderabad to Nirmal,New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),14:35,05h 55m,20:30,1810,9 Seats available,3.0
TSRTC,Hyderabad to Nirmal,Muskan Travels,A/C Seater (2+2),17:00,04h 45m,21:45,619,1 Seat available,3.0
TSRTC,Hyderabad to Nirmal,GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,04h 00m,22:00,600,16 Seats available,3.3
TSRTC,Hyderabad to Nirmal,Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,03h 45m,21:45,800,21 Seats available,3.7
TSRTC,Hyderabad to Nirmal,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,04h 15m,23:15,1800,15 Seats available,5.0
TSRTC,Hyderabad to Nirmal,Pooja Travels,A/C Sleeper (2+1),20:00,07h 30m,03:30,1100,14 Seats available,5.0
TSRTC,Hyderabad to Nirmal,Muskan Travels,NON A/C Sleeper (2+1),21:45,05h 45m,03:30,577,42 Seats available,2.3
TSRTC,Hyderabad to Nirmal,Pooja Travels,A/C Sleeper (2+1),20:10,06h 20m,02:30,1000,22 Seats available,3.0
TSRTC,Hyderabad to Nirmal,Pooja Travels,NON A/C Seater (2+2),21:00,05h 00m,02:00,700,30 Seats available,3.0
TSRTC,Hyderabad to Nirmal,Ameena Travels,A/C Sleeper (2+1),21:50,05h 10m,03:00,1110,12 Seats available,4.4
TSRTC,Hyderabad to Adilabad,Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,05h 15m,23:15,800,13 Seats available,3.7
TSRTC,Hyderabad to Adilabad,Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,05h 15m,23:15,800,11 Seats available,3.5
TSRTC,Hyderabad to Adilabad,GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,05h 15m,23:15,600,14 Seats available,3.2
TSRTC,Hyderabad to Adilabad,Orange Tours And Travels,A/C Sleeper (2+1),22:00,05h 45m,03:45,1000,2 Seats available,4.2
TSRTC,Hyderabad to Adilabad,SRS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:30,05h 30m,04:00,1150,5 Seats available,3.3
TSRTC,Hyderabad to Adilabad,Pooja Travels,A/C Sleeper (2+1),20:10,08h 25m,04:35,1000,13 Seats available,3.2
TSRTC,Hyderabad to Adilabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,05h 30m,00:30,1200,13 Seats available,3.6
TSRTC,Hyderabad to Adilabad,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:50,04h 55m,04:45,1100,17 Seats available,2.3
TSRTC,Hyderabad to Adilabad,Pooja Travels,NON A/C Sleeper (2+1),22:00,07h 40m,05:40,1000,1 Seat available,2.4
TSRTC,Hyderabad to Adilabad,Orange Tours And Travels,A/C Sleeper (2+1),22:00,05h 45m,03:45,1000,4 Seats available,2.8
TSRTC,Hyderabad to Adilabad,Pooja Travels,NON A/C Seater (2+2),21:00,08h 10m,05:10,700,2 Seats available,1.9
TSRTC,Hyderabad to Adilabad,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),23:30,05h 45m,05:15,1891,5 Seats available,2.3
TSRTC,Hyderabad to Adilabad,Diamond Travels,AC Sleeper (2+1),21:30,06h 15m,03:45,900,9 Seats available,1.7
TSRTC,Hyderabad to Adilabad,Saini Travels Pvt. Ltd.,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,05h 00m,03:30,1400,7 Seats available,5.0
TSRTC,Hyderabad to Adilabad,New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),14:45,07h 00m,21:45,1810,7 Seats available,1.5
TSRTC,Hyderabad to Adilabad,New Royal Travels (Raipur),A/C Sleeper (2+1),17:30,05h 30m,23:00,1600,8 Seats available,4.0
TSRTC,Hyderabad to Adilabad,Vijayant Travels,A/C Sleeper (2+1),21:45,05h 30m,03:15,1140,22 Seats available,3.9
TSRTC,Hyderabad to Adilabad,Pooja Travels,A/C Sleeper (2+1),20:00,07h 05m,03:05,1100,30 Seats available,2.4
TSRTC,Hyderabad to Ongole,Chandu Travels,A/C Sleeper (2+1),22:00,07h 45m,05:45,1139,17 Seats available,4.1
TSRTC,Hyderabad to Ongole,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,08h 15m,05:45,1110,15 Seats available,4.1
TSRTC,Hyderabad to Ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,890,7 Seats available,4.4
TSRTC,Hyderabad to Ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,08h 15m,05:45,1160,14 Seats available,4.4
TSRTC,Hyderabad to Ongole,V Kaveri Travels,A/C Sleeper (2+1),22:00,08h 15m,06:15,1160,11 Seats available,4.2
TSRTC,Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),20:00,08h 30m,04:30,750,12 Seats available,4.4
TSRTC,Hyderabad to Ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 00m,05:30,1200,11 Seats available,4.0
TSRTC,Hyderabad to Ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,08h 35m,06:15,1190,9 Seats available,4.4
TSRTC,Hyderabad to Ongole,Kaveri Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:00,07h 00m,04:00,1180,10 Seats available,4.9
TSRTC,Hyderabad to Ongole,Mozo travels,A/C Sleeper (2+1),22:00,06h 50m,04:50,900,12 Seats available,4.1
TSRTC,Hyderabad to Ongole,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 40m,05:40,700,16 Seats available,3.0
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),22:00,07h 30m,05:30,800,14 Seats available,3.5
TSRTC,Hyderabad to Ongole,Sri Sivanjali Bus,Non A/C Seater / Sleeper (2+1),22:00,08h 00m,06:00,780,18 Seats available,3.0
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,07h 55m,05:40,1000,18 Seats available,3.3
TSRTC,Hyderabad to Ongole,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,08h 25m,06:55,900,10 Seats available,3.4
TSRTC,Hyderabad to Ongole,KMBT Travels,NON A/C Hi-Tech Push Back (2+2),21:10,08h 20m,05:30,741,7 Seats available,3.4
TSRTC,Hyderabad to Ongole,KMBT Travels,NON A/C Sleeper (2+1),22:00,07h 00m,05:00,1036,15 Seats available,3.6
TSRTC,Hyderabad to Ongole,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,08h 10m,06:00,713,12 Seats available,3.6
TSRTC,Hyderabad to Ongole,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,760,7 Seats available,3.6
TSRTC,Hyderabad to Ongole,KKaveri Travels,Non A/C Seater / Sleeper (2+1),19:05,08h 55m,04:00,840,25 Seats available,3.4
TSRTC,Hyderabad to Ongole,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,890,17 Seats available,3.7
TSRTC,Hyderabad to Ongole,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,08h 00m,05:30,950,13 Seats available,3.3
TSRTC,Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,07h 15m,05:15,820,9 Seats available,3.7
TSRTC,Hyderabad to Ongole,Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,08h 30m,05:30,880,8 Seats available,3.6
TSRTC,Hyderabad to Ongole,Ramu Tours & Travels,A/C Seater / Sleeper (2+1),22:00,06h 20m,04:20,890,22 Seats available,3.5
TSRTC,Hyderabad to Ongole,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 50m,06:00,850,17 Seats available,3.6
TSRTC,Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,760,9 Seats available,3.1
TSRTC,Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),A/C Sleeper (2+1),22:00,07h 30m,05:30,1150,15 Seats available,3.9
TSRTC,Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,07h 00m,05:00,820,9 Seats available,3.8
TSRTC,Hyderabad to Ongole,VV Vinayak Travels,A/C Sleeper (2+1),22:15,07h 45m,06:00,1270,15 Seats available,3.5
TSRTC,Hyderabad to Ongole,New Slnst Travels,A/C Sleeper (2+1),22:00,07h 45m,05:45,1063,21 Seats available,3.2
TSRTC,Hyderabad to Ongole,V Kaveri Travels,VE A/C Sleeper (2+1),19:00,08h 30m,03:30,1000,15 Seats available,3.5
TSRTC,Hyderabad to Ongole,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,07h 30m,04:30,1100,13 Seats available,3.3
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,07h 50m,05:20,1300,21 Seats available,3.7
TSRTC,Hyderabad to Ongole,LUCKY TRAVELS,A/C Sleeper (2+1),22:45,07h 20m,06:05,999,16 Seats available,3.9
TSRTC,Hyderabad to Ongole,Kaveri Travels,A/C Sleeper (2+1),21:30,09h 00m,06:30,1100,9 Seats available,3.9
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,1400,10 Seats available,3.6
TSRTC,Hyderabad to Ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 20m,05:50,1400,9 Seats available,3.3
TSRTC,Hyderabad to Ongole,Padmavathi Travels,A/C Sleeper (2+1),22:15,07h 15m,05:30,1200,13 Seats available,3.5
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),20:00,09h 00m,05:00,1000,7 Seats available,3.5
TSRTC,Hyderabad to Ongole,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,08h 15m,05:45,1000,12 Seats available,3.1
TSRTC,Hyderabad to Ongole,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),21:40,07h 50m,05:30,720,2 Seats available,3.8
TSRTC,Hyderabad to Ongole,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),21:15,06h 45m,04:00,849,20 Seats available,3.3
TSRTC,Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 45m,05:45,750,9 Seats available,3.3
TSRTC,Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:40,08h 50m,04:30,850,10 Seats available,3.2
TSRTC,Hyderabad to Ongole,Meghana Travels,A/C Sleeper (2+1),21:50,06h 50m,04:40,1036,20 Seats available,2.9
TSRTC,Hyderabad to Ongole,Lakshmi Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 10m,05:10,846,16 Seats available,2.9
TSRTC,Hyderabad to Ongole,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:45,06h 45m,06:30,1000,26 Seats available,3.9
TSRTC,Hyderabad to Ongole,Morning Star Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,1090,20 Seats available,2.5
TSRTC,Hyderabad to Ongole,Pspk Bus,NON A/C Sleeper (2+1),21:00,09h 00m,06:00,4750,30 Seats available,4.2
TSRTC,Hyderabad to Ongole,Ramu Tours & Travels,A/C Sleeper (2+1),22:30,07h 15m,05:45,1015,20 Seats available,3.2
TSRTC,Hyderabad to Ongole,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:40,08h 20m,06:00,699,8 Seats available,3.7
TSRTC,Hyderabad to Ongole,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,06h 15m,05:15,989,15 Seats available,2.8
TSRTC,Hyderabad to Ongole,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:15,07h 45m,06:00,794,19 Seats available,3.0
TSRTC,Hyderabad to Ongole,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:45,06h 00m,04:45,1190,3 Seats available,3.4
TSRTC,Hyderabad to Ongole,Sri Krishna Travels,A/C Sleeper (2+1),21:45,07h 35m,05:20,1400,10 Seats available,3.0
TSRTC,Hyderabad to Ongole,KTC Travels,A/C Sleeper (2+1),22:00,06h 15m,04:15,1299,19 Seats available,3.4
TSRTC,Hyderabad to Ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:15,09h 45m,07:00,890,36 Seats available,3.0
TSRTC,Hyderabad to Ongole,Mozo travels,A/C Seater / Sleeper (2+1),20:10,07h 35m,03:45,875,17 Seats available,2.4
TSRTC,Hyderabad to Ongole,Jagan Travels,Non A/C Seater / Sleeper (2+1),19:20,09h 10m,04:30,1080,10 Seats available,2.4
TSRTC,Hyderabad to Ongole,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 15m,04:30,899,26 Seats available,4.2
TSRTC,Hyderabad to Ongole,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:40,07h 35m,05:15,699,8 Seats available,3.3
TSRTC,Hyderabad to Ongole,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:50,07h 30m,05:20,699,15 Seats available,2.5
TSRTC,Hyderabad to Ongole,SLNS Travels,A/C Sleeper (2+1),21:35,08h 10m,05:45,1349,17 Seats available,3.1
